project_name,dep_name,dep_type
material.angular.io,npm__at_protobufjs_codegen__2.0.4,library
material.angular.io,npm__colorette__2.0.19,library
material.angular.io,npm__load-json-file__4.0.0,library
material.angular.io,npm__color-name__1.1.4,library
material.angular.io,npm__lodash.difference__4.5.0,library
material.angular.io,npm__levn__0.3.0,library
material.angular.io,npm__cli-table3__0.6.3,library
material.angular.io,npm__libsodium__0.7.10,library
material.angular.io,npm__at_opentelemetry_semantic-conventions__1.3.1,library
material.angular.io,npm__leven__3.1.0,library
material.angular.io,npm__kind-of__6.0.3,library
material.angular.io,npm__at_opentelemetry_api__1.2.0,library
material.angular.io,npm__color-convert__2.0.1,library
material.angular.io,npm__lazystream__1.0.1,library
material.angular.io,npm__karma__6.4.1,library
material.angular.io,npm__chownr__2.0.0,library
material.angular.io,npm__at_babel_traverse__7.23.2,library
material.angular.io,npm__at_npmcli_fs__2.1.2,library
material.angular.io,npm__jsbn__0.1.1,library
material.angular.io,npm__karma-firefox-launcher__2.1.2,library
material.angular.io,npm__jsonwebtoken__8.5.1,library
material.angular.io,npm__karma-chrome-launcher__3.1.1,library
material.angular.io,npm__karma-coverage-istanbul-reporter__3.0.3,library
material.angular.io,npm__json5__2.2.3,library
material.angular.io,npm__json-stringify-safe__5.0.1,library
material.angular.io,npm__jsonparse__1.3.1,library
material.angular.io,npm__at_babel_template__7.22.15,library
material.angular.io,npm__jszip__3.10.1,library
material.angular.io,npm__chrome-trace-event__1.0.3,library
material.angular.io,npm__jsdoctypeparser__9.0.0,library
material.angular.io,npm__jwa__2.0.0,library
material.angular.io,npm__jsesc__2.5.2,library
material.angular.io,npm__json-parse-even-better-errors__2.3.1,library
material.angular.io,npm__at_npmcli_agent__2.2.0,library
material.angular.io,npm__catharsis__0.9.0,library
material.angular.io,npm__at_babel_plugin-syntax-async-generators__7.8.4__at_babel_core_7.23.2,library
material.angular.io,npm__at_material_typography__15.0.0-canary.a246a4439.0,library
material.angular.io,npm__js2xmlparser__4.0.2,library
material.angular.io,npm__caniuse-lite__1.0.30001553,library
material.angular.io,npm__isurl__1.0.0,library
material.angular.io,npm__js-sdsl__4.1.4,library
material.angular.io,npm__at_material_tokens__15.0.0-canary.a246a4439.0,library
material.angular.io,npm__isexe__2.0.0,library
material.angular.io,npm__cacheable-request__6.1.0,library
material.angular.io,npm__istanbul-lib-coverage__3.2.0,library
material.angular.io,npm__js-yaml__4.1.0,library
material.angular.io,npm__caseless__0.12.0,library
material.angular.io,npm__at_babel_plugin-transform-reserved-words__7.22.5__at_babel_core_7.23.2,library
material.angular.io,npm__is-url__1.2.4,library
material.angular.io,npm__is-wsl__2.2.0,library
material.angular.io,npm__has-symbol-support-x__1.4.2,library
material.angular.io,npm__buffers__0.1.1,library
material.angular.io,npm__string-width__5.1.2,library
material.angular.io,npm__is-typedarray__1.0.0,library
material.angular.io,npm__at_material_switch__15.0.0-canary.a246a4439.0,library
material.angular.io,npm__bs-recipes__1.3.4,library
material.angular.io,npm__is-symbol__1.0.4,library
material.angular.io,npm__is-png__2.0.0,library
material.angular.io,npm__is-path-cwd__1.0.0,library
material.angular.io,npm__is-plain-obj__1.1.0,library
material.angular.io,npm__at_babel_plugin-bugfix-v8-spread-parameters-in-optional-chaining__7.22.15__at_babel_core_7.23.2,library
material.angular.io,npm__at_material_slider__15.0.0-canary.a246a4439.0,library
material.angular.io,npm__is-core-module__2.13.1,library
material.angular.io,npm__browser-sync__2.29.3,library
material.angular.io,npm__at_material_select__15.0.0-canary.a246a4439.0,library
material.angular.io,npm__at_material_snackbar__15.0.0-canary.a246a4439.0,library
material.angular.io,npm__at_material_segmented-button__15.0.0-canary.a246a4439.0,library
material.angular.io,npm__at_material_list__15.0.0-canary.a246a4439.0,library
material.angular.io,npm__boolbase__1.0.0,library
material.angular.io,npm__is-extglob__2.1.1,library
material.angular.io,npm__at_babel_parser__7.23.0,library
material.angular.io,npm__browser-sync-client__2.29.3,library
material.angular.io,npm__bluebird__3.7.2,library
material.angular.io,npm__ipaddr.js__1.9.1,library
material.angular.io,npm__bluebird__3.4.7,library
material.angular.io,npm__binary__0.3.0,library
material.angular.io,npm__install-artifact-from-github__1.3.1,library
material.angular.io,npm__at_material_menu__15.0.0-canary.a246a4439.0,library
material.angular.io,npm__brace-expansion__2.0.1,library
material.angular.io,npm__http-signature__1.2.0,library
material.angular.io,npm__bin-check__4.1.0,library
material.angular.io,npm__at_babel_highlight__7.22.20,library
material.angular.io,npm__ini__2.0.0,library
material.angular.io,npm__inherits__2.0.4,library
material.angular.io,npm__body-parser__1.20.0,library
material.angular.io,npm__bin-build__3.0.0,library
material.angular.io,npm__at_babel_plugin-transform-property-literals__7.22.5__at_babel_core_7.23.2,library
material.angular.io,npm__inflight__1.0.6,library
material.angular.io,npm__at_material_linear-progress__15.0.0-canary.a246a4439.0,library
material.angular.io,npm__at_babel_helpers__7.23.2,library
material.angular.io,npm__bin-version__3.1.0,library
material.angular.io,npm__human-signals__1.1.1,library
material.angular.io,npm__image-ssim__0.2.0,library
material.angular.io,npm__https-proxy-agent__7.0.2,library
material.angular.io,npm__immutable__3.8.2,library
material.angular.io,npm__asynckit__0.4.0,library
material.angular.io,npm__babel-plugin-polyfill-regenerator__0.5.3__at_babel_core_7.23.2,library
material.angular.io,npm__at_angular_youtube-player__17.0.0-rc.0__-2142860777,library
material.angular.io,npm__http-errors__2.0.0,library
material.angular.io,npm__iconv-lite__0.6.3,library
material.angular.io,npm__http-parser-js__0.5.8,library
material.angular.io,npm__html-escaper__2.0.2,library
material.angular.io,npm__http-cache-semantics__4.1.1,library
material.angular.io,npm__hosted-git-info__7.0.1,library
material.angular.io,npm__http-proxy-middleware__2.0.6__at_types_express_4.17.14,library
material.angular.io,npm__at_material_feature-targeting__15.0.0-canary.a246a4439.0,library
material.angular.io,npm__http-deceiver__1.2.7,library
material.angular.io,npm__hdr-histogram-percentiles-obj__3.0.0,library
material.angular.io,npm__has-tostringtag__1.0.0,library
material.angular.io,npm__ftp__0.3.10,library
material.angular.io,npm__has-to-string-tag-x__1.4.1,library
material.angular.io,npm__axobject-query__3.0.1,library
material.angular.io,npm__har-validator__5.1.5,library
material.angular.io,npm__google-gax__3.5.2,library
material.angular.io,npm__grapheme-splitter__1.0.4,library
material.angular.io,npm__at_babel_plugin-transform-numeric-separator__7.22.11__at_babel_core_7.23.2,library
material.angular.io,npm__at_material_data-table__15.0.0-canary.a246a4439.0,library
material.angular.io,npm__array.prototype.flat__1.3.0,library
material.angular.io,npm__at_material_chips__15.0.0-canary.a246a4439.0,library
material.angular.io,npm__yn__3.1.1,library
material.angular.io,npm__at_babel_plugin-transform-object-rest-spread__7.22.15__at_babel_core_7.23.2,library
material.angular.io,npm__zip-stream__4.1.0,library
material.angular.io,npm__ast-types__0.13.4,library
material.angular.io,npm__array-includes__3.1.5,library
material.angular.io,npm__assert-plus__1.0.0,library
material.angular.io,npm__globals__13.17.0,library
material.angular.io,npm__at_angular_platform-browser__17.0.0-rc.0__-641056245,library
material.angular.io,npm__globby__11.1.0,library
material.angular.io,npm__globby__10.0.2,library
material.angular.io,npm__array-uniq__1.0.3,library
material.angular.io,npm__glob-to-regexp__0.4.1,library
material.angular.io,npm__get-uri__6.0.1,library
material.angular.io,npm__ws__8.2.3,library
material.angular.io,npm__argparse__1.0.10,library
material.angular.io,npm__gaxios__5.0.2,library
material.angular.io,npm__wrap-ansi__6.2.0,library
material.angular.io,npm__webpack__5.89.0__esbuild_0.19.5,library
material.angular.io,npm__archiver__5.3.1,library
material.angular.io,npm__gcp-metadata__5.0.1,library
material.angular.io,npm__gauge__4.0.4,library
material.angular.io,npm__gcp-metadata__4.3.1,library
material.angular.io,npm__webdriver-js-extender__2.1.0,library
material.angular.io,npm__unicode-property-aliases-ecmascript__2.1.0,library
material.angular.io,npm__validate-npm-package-name__5.0.0,library
material.angular.io,npm__gaze__1.1.3,library
material.angular.io,npm__at_webassemblyjs_wasm-parser__1.11.5,library
material.angular.io,npm__type-fest__1.4.0,library
material.angular.io,npm__typedarray-to-buffer__3.1.5,library
material.angular.io,npm__unique-slug__3.0.0,library
material.angular.io,npm__utils-merge__1.0.1,library
material.angular.io,npm__unicode-canonical-property-names-ecmascript__2.0.0,library
material.angular.io,npm__agentkeepalive__4.2.1,library
material.angular.io,npm__fs-constants__1.0.0,library
material.angular.io,npm__ansi-html-community__0.0.8,library
material.angular.io,npm__unique-filename__3.0.0,library
material.angular.io,npm__ajv__6.12.6,library
material.angular.io,npm__tough-cookie__2.5.0,library
material.angular.io,npm__type-check__0.4.0,library
material.angular.io,npm__timed-out__4.0.1,library
material.angular.io,npm__supports-color__7.2.0,library
material.angular.io,npm__through__2.3.8,library
material.angular.io,npm__tunnel-agent__0.6.0,library
material.angular.io,npm__at_google-cloud_promisify__2.0.4,library
material.angular.io,npm__agent-base__7.1.0,library
material.angular.io,npm__at_babel_plugin-transform-json-strings__7.22.11__at_babel_core_7.23.2,library
material.angular.io,npm__symbol-observable__4.0.0,library
material.angular.io,npm__supports-color__2.0.0,library
material.angular.io,npm__tempfile__2.0.0,library
material.angular.io,npm__tsutils__3.21.0__typescript_5.2.2,library
material.angular.io,npm__ext-list__2.2.2,library
material.angular.io,npm__fast-glob__3.3.1,library
material.angular.io,npm__fast-levenshtein__2.0.6,library
material.angular.io,npm__at_google-cloud_projectify__3.0.0,library
material.angular.io,npm__ext-name__5.0.0,library
material.angular.io,npm__abbrev__1.1.1,library
material.angular.io,npm__at_webassemblyjs_wasm-gen__1.11.5,library
material.angular.io,npm__rc__1.2.8,library
material.angular.io,npm__es6-promise__4.2.8,library
material.angular.io,npm__p-cancelable__0.3.0,library
material.angular.io,npm__send__0.18.0,library
material.angular.io,npm__caw__2.0.1,library
material.angular.io,npm__at_webassemblyjs_utf8__1.11.5,library
material.angular.io,npm__setprototypeof__1.1.0,library
material.angular.io,npm__eslint-visitor-keys__2.1.0,library
material.angular.io,npm__source-map__0.6.1,library
material.angular.io,npm__smart-buffer__4.2.0,library
material.angular.io,npm__signal-exit__3.0.7,library
material.angular.io,npm__shebang-regex__3.0.0,library
material.angular.io,npm__at_webassemblyjs_helper-api-error__1.11.5,library
material.angular.io,npm__source-map-support__0.5.21,library
material.angular.io,npm__shell-quote__1.8.0,library
material.angular.io,npm__rx__4.1.0,library
material.angular.io,npm__eslint-utils__3.0.0__eslint_8.24.0,library
material.angular.io,npm__esbuild-android-arm64__0.15.10,library
material.angular.io,npm__rimraf__2.7.1,library
material.angular.io,npm__safe-stable-stringify__2.4.0,library
material.angular.io,npm__eslint-scope__5.1.1,library
material.angular.io,npm__at_esbuild_win32-arm64__0.19.5,library
material.angular.io,npm__esbuild-linux-s390x__0.15.10,library
material.angular.io,npm__safe-buffer__5.2.1,library
material.angular.io,npm__requireindex__1.2.0,library
material.angular.io,npm__at_types_yauzl__2.10.0,library
material.angular.io,npm__at_esbuild_netbsd-x64__0.19.5,library
material.angular.io,npm__at_typescript-eslint_visitor-keys__6.9.0,library
material.angular.io,npm__esbuild-windows-arm64__0.15.10,library
material.angular.io,npm__es-shim-unscopables__1.0.0,library
material.angular.io,npm__regexp.prototype.flags__1.4.3,library
material.angular.io,npm__at_typescript-eslint_types__6.9.0,library
material.angular.io,npm__regjsparser__0.9.1,library
material.angular.io,npm__puppeteer__21.1.0,library
material.angular.io,npm__error-ex__1.3.2,library
material.angular.io,npm__dev-ip__1.0.1,library
material.angular.io,npm__esbuild-linux-64__0.15.10,library
material.angular.io,npm__punycode__1.4.1,library
material.angular.io,npm__at_babel_plugin-transform-class-properties__7.22.5__at_babel_core_7.23.2,library
material.angular.io,npm__at_babel_plugin-transform-block-scoped-functions__7.22.5__at_babel_core_7.23.2,library
material.angular.io,npm__engine.io-parser__5.2.1,library
material.angular.io,npm__pinkie-promise__2.0.1,library
material.angular.io,npm__entities__2.1.0,library
material.angular.io,npm__puppeteer-core__21.1.0,library
material.angular.io,npm__at_angular_cdk__17.0.0-rc.0__-2142860777,library
material.angular.io,npm__emoji-regex__9.2.2,library
material.angular.io,npm__postcss-modules-local-by-default__4.0.3__postcss_8.4.31,library
material.angular.io,npm__path-type__3.0.0,library
material.angular.io,npm__at_types_mdurl__1.0.2,library
material.angular.io,npm__postcss-modules-scope__3.0.0__postcss_8.4.31,library
material.angular.io,npm__devtools-protocol__0.0.1159816,library
material.angular.io,npm__picomatch__2.3.1,library
material.angular.io,npm__at_babel_helper-function-name__7.23.0,library
material.angular.io,npm__parse5__7.1.2,library
material.angular.io,npm__path-key__2.0.1,library
material.angular.io,npm__os-tmpdir__1.0.2,library
material.angular.io,npm__di__0.0.1,library
material.angular.io,npm__picocolors__1.0.0,library
material.angular.io,npm__p-map-series__1.0.0,library
material.angular.io,npm__destroy__1.2.0,library
material.angular.io,npm__dns-packet__5.4.0,library
material.angular.io,npm__degenerator__5.0.1,library
material.angular.io,npm__at_esbuild_linux-arm64__0.19.5,library
material.angular.io,npm__make-dir__2.1.0,library
material.angular.io,npm__p-try__2.2.0,library
material.angular.io,npm__at_types_duplexify__3.6.1,library
material.angular.io,npm__at_types_connect-history-api-fallback__1.3.5,library
material.angular.io,npm__at_babel_plugin-transform-unicode-regex__7.22.5__at_babel_core_7.23.2,library
material.angular.io,npm__on-finished__2.4.1,library
material.angular.io,npm__debug__4.3.1,library
material.angular.io,npm__npm-run-path__2.0.2,library
material.angular.io,npm__deep-is__0.1.4,library
material.angular.io,npm__defer-to-connect__1.1.3,library
material.angular.io,npm__npm-package-arg__11.0.1,library
material.angular.io,npm__at_angular_cdk-experimental__17.0.0-rc.0__1748955969,library
material.angular.io,npm__data-uri-to-buffer__3.0.1,library
material.angular.io,npm__at_esbuild_freebsd-arm64__0.19.5,library
material.angular.io,npm__object-keys__1.1.1,library
material.angular.io,npm__node-gyp-build__4.5.0,library
material.angular.io,npm__lru-cache__10.0.1,library
material.angular.io,npm__merge2__1.4.1,library
material.angular.io,npm__at_esbuild_darwin-x64__0.18.20,library
material.angular.io,npm__custom-event__1.0.1,library
material.angular.io,npm__cssesc__3.0.0,library
material.angular.io,npm__minimatch__5.1.0,library
material.angular.io,npm__at_esbuild_android-x64__0.19.5,library
material.angular.io,npm__minipass-json-stream__1.0.1,library
material.angular.io,npm__at_babel_plugin-syntax-nullish-coalescing-operator__7.8.3__at_babel_core_7.23.2,library
material.angular.io,npm__at_puppeteer_browsers__1.7.0,library
material.angular.io,npm__lru-cache__5.1.1,library
material.angular.io,npm__concat-map__0.0.1,library
material.angular.io,npm__marky__1.2.5,library
material.angular.io,npm__cli-table__0.3.11,library
material.angular.io,npm__make-fetch-happen__13.0.0,library
material.angular.io,npm__markdown-it-anchor__8.6.5__-980411654,library
material.angular.io,npm__config-chain__1.1.13,library
material.angular.io,npm__luxon__3.4.3,library
material.angular.io,npm__lodash.merge__4.6.2,library
material.angular.io,npm__locate-path__5.0.0,library
material.angular.io,npm__at_esbuild_android-arm__0.18.20,library
material.angular.io,npm__commander__2.20.3,library
material.angular.io,npm__at_protobufjs_aspromise__1.1.2,library
material.angular.io,npm__common-path-prefix__3.0.0,library
material.angular.io,npm__locate-path__6.0.0,library
material.angular.io,npm__limiter__1.1.5,library
material.angular.io,npm__clone__1.0.4,library
material.angular.io,npm__linkify-it__3.0.3,library
material.angular.io,npm__colorspace__1.1.4,library
material.angular.io,npm__clone-deep__4.0.1,library
material.angular.io,npm__keyv__3.1.0,library
material.angular.io,npm__ci-info__2.0.0,library
material.angular.io,npm__at_npmcli_node-gyp__3.0.0,library
material.angular.io,npm__lighthouse__11.0.0,library
material.angular.io,npm__at_npmcli_fs__3.1.0,library
material.angular.io,npm__chardet__0.7.0,library
material.angular.io,npm__at_ngtools_webpack__17.0.0-rc.0__1343797645,library
material.angular.io,npm__cli-spinners__2.7.0,library
material.angular.io,npm__latest-version__5.1.0,library
material.angular.io,npm__at_babel_runtime__7.23.2,library
material.angular.io,npm__jju__1.4.0,library
material.angular.io,npm__at_babel_preset-modules__0.1.6-no-external-plugins__at_babel_core_7.23.2,library
material.angular.io,npm__isstream__0.1.2,library
material.angular.io,npm__jasmine-core__3.99.1,library
material.angular.io,npm__call-me-maybe__1.0.1,library
material.angular.io,npm__at_babel_plugin-transform-unicode-sets-regex__7.22.5__at_babel_core_7.23.2,library
material.angular.io,npm__hosted-git-info__2.8.9,library
material.angular.io,npm__jest-worker__27.5.1,library
material.angular.io,npm__is-yarn-global__0.3.0,library
material.angular.io,npm__is-npm__4.0.0,library
material.angular.io,npm__browserstack__1.6.1,library
material.angular.io,npm__at_angular_core__17.0.0-rc.0__rxjs_6.6.7__zone.js_0.14.0,library
material.angular.io,npm__is-unicode-supported__0.1.0,library
material.angular.io,npm__buffer-alloc__1.2.0,library
material.angular.io,npm__buffer-fill__1.0.0,library
material.angular.io,npm__is-fullwidth-code-point__3.0.0,library
material.angular.io,npm__at_angular-devkit_core__17.0.0-rc.0__chokidar_3.5.3,library
material.angular.io,npm__at_babel_plugin-transform-spread__7.22.5__at_babel_core_7.23.2,library
material.angular.io,npm__is-path-inside__1.0.1,library
material.angular.io,npm__bonjour-service__1.0.14,library
material.angular.io,npm__is-date-object__1.0.5,library
material.angular.io,npm__is-negative-zero__2.0.2,library
material.angular.io,npm__buffer-alloc-unsafe__1.1.0,library
material.angular.io,npm__at_babel_plugin-transform-shorthand-properties__7.22.5__at_babel_core_7.23.2,library
material.angular.io,npm__async-lock__1.3.2,library
material.angular.io,npm__ini__1.3.8,library
material.angular.io,npm__import-lazy__2.1.0,library
material.angular.io,npm__ignore-walk__6.0.0,library
material.angular.io,npm__at_material_form-field__15.0.0-canary.a246a4439.0,library
material.angular.io,npm__bignumber.js__9.1.0,library
material.angular.io,npm__http-errors__1.8.1,library
material.angular.io,npm__has-symbols__1.0.3,library
material.angular.io,npm__axios__0.21.4__debug_4.3.2,library
material.angular.io,npm__base64-js__1.5.1,library
material.angular.io,npm__basic-auth-connect__1.0.0,library
material.angular.io,npm__batch__0.6.1,library
material.angular.io,npm__b4a__1.6.4,library
material.angular.io,npm__are-we-there-yet__3.0.1,library
material.angular.io,npm__async__2.6.4,library
material.angular.io,npm__got__9.6.0,library
material.angular.io,npm__exegesis__4.1.0,library
material.angular.io,npm__at_assemblyscript_loader__0.10.1,library
material.angular.io,npm__statuses__1.4.0,library
material.angular.io,npm__aws4__1.11.0,library
material.angular.io,npm__handle-thing__2.0.1,library
material.angular.io,npm__at_babel_helper-validator-identifier__7.22.20,library
material.angular.io,npm__global-dirs__3.0.0,library
material.angular.io,npm__argparse__2.0.1,library
material.angular.io,npm__google-auth-library__7.14.1,library
material.angular.io,npm__at_jridgewell_set-array__1.1.2,library
material.angular.io,npm__wide-align__1.1.5,library
material.angular.io,npm__vm2__3.9.11,library
material.angular.io,npm__aproba__2.0.0,library
material.angular.io,npm__xregexp__2.0.0,library
material.angular.io,npm__get-proxy__2.1.0,library
material.angular.io,npm__toxic__1.0.1,library
material.angular.io,npm__statuses__1.3.1,library
material.angular.io,npm__update-notifier__4.1.3,library
material.angular.io,npm__ts-api-utils__1.0.3__typescript_5.2.2,library
material.angular.io,npm__at_istanbuljs_schema__0.1.3,library
material.angular.io,npm__at_babel_plugin-transform-function-name__7.22.5__at_babel_core_7.23.2,library
material.angular.io,npm__universal-analytics__0.5.3,library
material.angular.io,npm__find-cache-dir__4.0.0,library
material.angular.io,npm__stream-chain__2.2.5,library
material.angular.io,npm__ansi-align__3.0.1,library
material.angular.io,npm__temp-dir__1.0.0,library
material.angular.io,npm__adjust-sourcemap-loader__4.0.0,library
material.angular.io,npm__tree-kill__1.2.2,library
material.angular.io,npm__string-width__4.2.3,library
material.angular.io,npm__at_angular_platform-browser-dynamic__17.0.0-rc.0__-1950050179,library
material.angular.io,npm__postcss__8.4.31,library
material.angular.io,npm__at_babel_plugin-transform-unicode-property-regex__7.22.5__at_babel_core_7.23.2,library
material.angular.io,npm__source-map-support__0.4.18,library
material.angular.io,npm__semver__5.7.1,library
material.angular.io,npm__at_webassemblyjs_helper-wasm-bytecode__1.11.5,library
material.angular.io,npm__at_babel_helper-optimise-call-expression__7.22.5,library
material.angular.io,npm__signal-exit__4.0.1,library
material.angular.io,npm__eventemitter-asyncresource__1.0.0,library
material.angular.io,npm__resolve__1.22.8,library
material.angular.io,npm__rxjs__6.6.7,library
material.angular.io,npm__serve-static__1.13.2,library
material.angular.io,npm__send__0.16.2,library
material.angular.io,npm__readdirp__3.6.0,library
material.angular.io,npm__schema-utils__3.3.0,library
material.angular.io,npm__retry__0.13.1,library
material.angular.io,npm__at_webassemblyjs_leb128__1.11.5,library
material.angular.io,npm__firebase-tools__11.12.0,library
material.angular.io,npm__read-pkg__3.0.0,library
material.angular.io,npm__at_babel_helper-hoist-variables__7.22.5,library
material.angular.io,npm__q__1.5.1,library
material.angular.io,npm__resolve-from__5.0.0,library
material.angular.io,npm__pify__3.0.0,library
material.angular.io,npm__pkg-dir__7.0.0,library
material.angular.io,npm__emoji-regex__8.0.0,library
material.angular.io,npm__at_types_eslint-scope__3.7.4,library
material.angular.io,npm__encodeurl__1.0.2,library
material.angular.io,npm__registry-auth-token__4.2.2,library
material.angular.io,npm__dot-prop__5.3.0,library
material.angular.io,npm__define-lazy-prop__2.0.0,library
material.angular.io,npm__randombytes__2.1.0,library
material.angular.io,npm__parse-node-version__1.0.1,library
material.angular.io,npm__detect-node__2.1.0,library
material.angular.io,npm__diff__4.0.2,library
material.angular.io,npm__p-cancelable__1.1.0,library
material.angular.io,npm__logform__2.4.2,library
material.angular.io,npm__mrmime__1.0.1,library
material.angular.io,npm__negotiator__0.6.3,library
material.angular.io,npm__at_types_cookie__0.4.1,library
material.angular.io,npm__os-filter-obj__2.0.0,library
material.angular.io,npm__css-loader__6.8.1__webpack_5.89.0,library
material.angular.io,npm__npm-bundled__3.0.0,library
material.angular.io,npm__at_stackblitz_sdk__1.8.0,library
material.angular.io,npm__at_tootallnate_once__1.1.2,library
material.angular.io,npm__normalize-range__0.1.2,library
material.angular.io,npm__minimalistic-assert__1.0.1,library
material.angular.io,npm__memorystream__0.3.1,library
material.angular.io,npm__at_babel_plugin-syntax-object-rest-spread__7.8.3__at_babel_core_7.23.2,library
material.angular.io,npm__metaviewport-parser__0.3.0,library
material.angular.io,npm__at_sentry_minimal__6.19.7,library
material.angular.io,npm__js-library-detector__6.7.0,library
material.angular.io,npm__cross-fetch__4.0.0,library
material.angular.io,npm__at_discoveryjs_json-ext__0.5.7,library
material.angular.io,npm__lodash.union__4.6.0,library
material.angular.io,npm__at_material_tab-scroller__15.0.0-canary.a246a4439.0,library
material.angular.io,npm__lodash.snakecase__4.1.1,library
material.angular.io,npm__karma-jasmine__4.0.2__karma_6.4.1,library
material.angular.io,npm__json-ptr__3.1.1,library
material.angular.io,npm__less-loader__11.1.0__less_4.2.0__webpack_5.89.0,library
material.angular.io,npm__at_babel_plugin-syntax-import-assertions__7.22.5__at_babel_core_7.23.2,library
material.angular.io,npm__at_nodelib_fs.stat__2.0.5,library
material.angular.io,npm__jiti__1.18.2,library
material.angular.io,npm__klaw__3.0.0,library
material.angular.io,npm__chalk__3.0.0,library
material.angular.io,npm__camelcase__5.3.1,library
material.angular.io,npm__jsesc__0.5.0,library
material.angular.io,npm__stream-json__1.7.4,library
material.angular.io,npm__tapable__2.2.1,library
material.angular.io,npm__is-plain-object__2.0.4,library
material.angular.io,npm__ipaddr.js__2.0.1,library
material.angular.io,npm__buffer__5.7.1,library
material.angular.io,npm__buffer-equal-constant-time__1.0.1,library
material.angular.io,npm__braces__3.0.2,library
material.angular.io,npm__brace-expansion__1.1.11,library
material.angular.io,npm__intl-messageformat-parser__1.8.1,library
material.angular.io,npm__has-flag__3.0.0,library
material.angular.io,npm__bl__4.1.0,library
material.angular.io,npm__has-bigints__1.0.2,library
material.angular.io,npm__at_material_line-ripple__15.0.0-canary.a246a4439.0,library
material.angular.io,npm__at_angular-eslint_utils__14.1.2__99773703,library
material.angular.io,npm__balanced-match__1.0.2,library
material.angular.io,npm__at_babel_helper-validator-option__7.22.15,library
material.angular.io,npm__ieee754__1.2.1,library
material.angular.io,npm__http-proxy__1.18.1,library
material.angular.io,npm__zone.js__0.14.0,library
material.angular.io,npm__yargs-parser__21.1.1,library
material.angular.io,npm__yallist__4.0.0,library
material.angular.io,npm__url-parse-lax__1.0.0,library
material.angular.io,npm__get-package-type__0.1.0,library
material.angular.io,npm__yargs-parser__20.2.9,library
material.angular.io,npm__ajv__8.12.0,library
material.angular.io,npm__verror__1.10.0,library
material.angular.io,npm__fsevents__2.3.2,library
material.angular.io,npm__underscore__1.13.6,library
material.angular.io,npm__google-auth-library__8.5.2,library
material.angular.io,npm__glob__7.1.7,library
material.angular.io,npm__file-entry-cache__6.0.1,library
material.angular.io,npm__filename-reserved-regex__2.0.0,library
material.angular.io,npm__source-map__0.5.7,library
material.angular.io,npm__parent-module__1.0.1,library
material.angular.io,npm__requires-port__1.0.0,library
material.angular.io,npm__semver__7.5.4,library
material.angular.io,npm__sort-keys__1.1.2,library
material.angular.io,npm__selenium-webdriver__3.6.0,library
material.angular.io,npm__estraverse__5.3.0,library
material.angular.io,npm__at_types_q__0.0.32,library
material.angular.io,npm__err-code__2.0.3,library
material.angular.io,npm__at_angular_material__17.0.0-rc.0__-1682947383,library
material.angular.io,npm__read-package-json-fast__3.0.1,library
material.angular.io,npm__openapi3-ts__2.0.2,library
material.angular.io,npm__pidtree__0.3.1,library
material.angular.io,npm__path-is-absolute__1.0.1,library
material.angular.io,npm__ps-list__8.1.1,library
material.angular.io,npm__cors__2.8.5,library
material.angular.io,npm__cacheable-request__2.1.4,library
material.angular.io,npm__oauth-sign__0.9.0,library
material.angular.io,npm__p-event__1.3.0,library
material.angular.io,npm__at_sindresorhus_is__0.7.0,library
material.angular.io,npm__at_babel_plugin-syntax-optional-catch-binding__7.8.3__at_babel_core_7.23.2,library
material.angular.io,npm__at_protobufjs_eventemitter__1.1.0,library
material.angular.io,npm__minipass-collect__1.0.2,library
material.angular.io,npm__cacache__18.0.0,library
material.angular.io,npm__bytes__3.1.2,library
material.angular.io,npm__at_protobufjs_base64__1.1.2,library
material.angular.io,npm__listenercount__1.0.1,library
material.angular.io,npm__at_npmcli_move-file__2.0.1,library
material.angular.io,npm__cookie__0.4.2,library
material.angular.io,npm__at_dabh_diagnostics__2.0.3,library
material.angular.io,npm__builtins__5.0.1,library
material.angular.io,npm__is-obj__2.0.0,library
material.angular.io,npm__at_angular_compiler__17.0.0-rc.0__at_angular_core_17.0.0-rc.0,library
material.angular.io,npm__strip-final-newline__2.0.0,library
material.angular.io,npm__bl__1.2.3,library
material.angular.io,npm__ini__4.1.1,library
material.angular.io,npm__ignore__5.2.4,library
material.angular.io,npm__text-hex__1.0.0,library
material.angular.io,npm__axe-core__4.7.2,library
material.angular.io,npm__async__3.2.4,library
material.angular.io,npm__gaxios__4.3.3,library
material.angular.io,npm__xmlbuilder__11.0.1,library
material.angular.io,npm__which__2.0.2,library
material.angular.io,npm__ansicolors__0.3.2,library
material.angular.io,npm__heap-js__2.2.0,library
material.angular.io,npm__chromium-bidi__0.4.20__devtools-protocol_0.0.1159816,library
material.angular.io,npm__validate-npm-package-license__3.0.4,library
material.angular.io,npm__semver-truncate__1.1.2,library
material.angular.io,npm__at_babel_regjsgen__0.8.0,library
material.angular.io,npm__at_nodelib_fs.walk__1.2.8,library
material.angular.io,npm__p-cancelable__0.4.1,library
material.angular.io,npm__p-finally__1.0.0,library
material.angular.io,npm__at_types_serve-static__1.15.0,library
material.angular.io,npm__normalize-url__4.5.1,library
material.angular.io,npm__decamelize__1.2.0,library
material.angular.io,npm__promise-breaker__5.0.0,library
material.angular.io,npm__at_types_http-proxy__1.17.9,library
